ACCNUM,X,Y,Index_,YEAR,DATE,TIME,HOUR,STREET1,STREET2,OFFSET,ROAD_CLASS,District,WardNum,Division,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVAGE,INJURY,FATAL_NO,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,Hood_ID,Neighbourhood,ObjectId
4001851906,-8822857.342,5422344.831,80156893,2014,2014/04/08 04:00:00+00,1550,15,DANFORTH RD,LINDEN AVE,,Major Arterial,Scarborough,20.0,41,43.720853999999996,-79.257076,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,30 to 34,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,124,Kennedy Park (124),10528
4001856099,-8844669.84,5433125.025,80206548,2014,2014/04/09 04:00:00+00,1005,10,STEELES AVE W,TORRESDALE AVE,,Major Arterial,North York,6.0,32,43.790801,-79.45302099999999,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,60 to 64,2,,0,0,1,0,0,0,0,1,1,1,0,0,0,35,Westminster-Branson (35),10537
4001858374,-8834293.973,5421380.811000001,80206576,2014,2014/04/09 04:00:00+00,1604,16,EGLINTON AVE E,BRENTCLIFFE RD,,Major Arterial,North York,15.0,53,43.714595,-79.359813,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,45 to 49,2,,0,0,1,1,0,0,0,0,1,1,1,0,0,55,Thorncliffe Park (55),10107
4001876057,-8848732.89,5417129.3270000005,80206718,2014,2014/04/12 04:00:00+00,1030,10,WESTON RD,EGLINTON AVE W,,Major Arterial,Etobicoke York,5.0,12,43.686984,-79.48952,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,75 to 79,2,,0,0,1,0,0,0,0,1,0,0,0,0,0,115,Mount Dennis (115),10118
4001879766,-8831155.765,5416001.921,80206767,2014,2014/04/12 04:00:00+00,2030,20,GREENWOOD AVE,OAKVALE AVE,,Minor Arterial,Toronto and East York,14.0,55,43.67966,-79.331622,Intersection,Intersection Related,Stop Sign,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,35 to 39,2,,0,0,1,1,0,0,0,0,1,1,0,0,0,65,Greenwood-Coxwell (65),10121
4001887812,-8847261.135,5411610.292,80157480,2014,2014/04/14 04:00:00+00,934,9,BLOOR ST W,RUNNYMEDE RD,,Major Arterial,Toronto and East York,4.0,11,43.651121999999994,-79.476299,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Sideswipe,75 to 79,2,,0,0,1,0,0,0,0,1,0,0,0,0,1,88,High Park North (88),10126
4001888181,-8862051.71,5422277.982000001,80157492,2014,2014/04/14 04:00:00+00,1030,10,REXDALE BLVD,HUMBERWOOD BLVD,,Major Arterial,Etobicoke York,1.0,23,43.720420000000004,-79.609165,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,unknown,2,,0,1,1,0,0,0,0,0,0,1,0,0,0,1,West Humber-Clairville (1),10128
4001889890,-8838436.06,5433230.351,80206861,2014,2014/04/14 04:00:00+00,1440,14,CUMMER AVE,CONACHER DR,,Minor Arterial,North York,18.0,32,43.791484000000004,-79.39702199999999,Intersection,At Intersection,Pedestrian Crossover,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,20 to 24,2,,0,0,1,0,0,0,0,0,1,1,0,0,0,50,Newtonbrook East (50),10129
4001900462,-8844669.84,5433125.025,80157603,2014,2014/04/16 04:00:00+00,718,7,TORRESDALE AVE,STEELES AVE W,,Major Arterial,North York,6.0,32,43.790801,-79.45302099999999,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,50 to 54,2,,0,0,1,0,0,0,0,0,0,1,1,0,0,35,Westminster-Branson (35),10131
4001902313,-8860611.236,5428291.359,80485411,2014,2014/04/16 04:00:00+00,1453,14,STEELES AVE W,GIHON SPRING DR,60 m East of,Major Arterial,Etobicoke York,1.0,23,43.759448,-79.596225,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,45 to 49,2,,0,0,1,0,0,0,0,1,1,1,0,0,0,2,Mount Olive-Silverstone-Jamestown (2),10138
4001910374,-8839000.783,5413444.526000001,80207053,2014,2014/04/08 04:00:00+00,1955,19,HARBORD ST,SPADINA AVE,25 m East of,Major Arterial,Toronto and East York,11.0,52,43.663043,-79.40209499999999,Intersection,Non Intersection,No Control,Other,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,50 to 54,2,,0,1,1,0,0,0,0,1,0,0,0,0,0,79,University (79),10531
4001911454,-8846947.659,5409200.846,80207062,2014,2014/04/17 04:00:00+00,2030,20,THE QUEENSWAY,SOUTH KINGSWAY,,Major Arterial,Toronto and East York,4.0,11,43.635459000000004,-79.473483,Mid-Block,Underpass or Tunnel,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Sideswipe,60 to 64,2,,0,0,1,0,0,0,0,1,1,1,0,0,0,87,High Park-Swansea (87),10141
4001912926,-8827335.614,5418596.3610000005,80207074,2014,2014/04/18 04:00:00+00,232,2,DAWES RD,CRESCENT TOWN RD,,Minor Arterial,Toronto and East York,19.0,54,43.696513,-79.29730500000001,Intersection,Non Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,40 to 44,2,,0,0,1,0,0,0,0,0,1,1,0,1,0,61,Taylor-Massey (61),10142
4001931404,-8814588.53,5428388.9229999995,80158038,2014,2014/04/21 04:00:00+00,1433,14,MORNINGSIDE AVE,GARDENTREE ST,,Minor Arterial,Scarborough,,43,43.760081,-79.182796,Intersection,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,55 to 59,2,,0,1,1,0,0,0,0,0,0,0,0,0,0,136,West Hill (136),10144
4001933544,-8828725.104,5425621.772999999,80158067,2014,2014/04/21 04:00:00+00,2201,22,VICTORIA PARK AVE,LAWRENCE AVE E,,Major Arterial,North York,,41,43.742125,-79.309787,Intersection,Intersection Related,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,55 to 59,2,,1,0,1,0,0,0,0,1,0,1,0,0,0,119,Wexford/Maryvale (119),10147
4001938263,-8835643.499,5411211.828,80628217,2014,2014/04/22 04:00:00+00,1700,17,MARKET ST,THE ESPLANADE,44 m North of,Local,Toronto and East York,13.0,51,43.648532,-79.371936,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,40 to 44,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,77,Waterfront Communities-The Island (77),10149
4001952133,-8846100.963,5413809.539,80158372,2014,2014/04/24 04:00:00+00,1956,19,MAVETY ST,DUNDAS ST W,,Major Arterial,Toronto and East York,4.0,11,43.665415,-79.465877,Intersection,At Intersection,No Control,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,65 to 69,2,,0,1,1,0,0,0,0,0,0,0,0,0,0,90,Junction Area (90),10153
4001953344,-8842086.337000001,5411371.981000001,80158382,2014,2014/04/25 04:00:00+00,5,5,DUNDAS ST W,GLADSTONE AVE,,Minor Arterial,Toronto and East York,9.0,14,43.649573,-79.429813,Intersection,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,40 to 44,2,,0,1,1,0,0,0,0,0,0,0,0,0,0,84,Little Portugal (84),10155
4001968230,-8851394.65,5428075.581,80158569,2014,2014/04/27 04:00:00+00,1053,10,FINCH AVE W,DRIFTWOOD AVE,,Major Arterial,Etobicoke York,7.0,31,43.758047999999995,-79.51343100000001,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,30 to 34,2,,1,0,0,0,0,1,0,0,0,0,0,0,0,25,Glenfield-Jane Heights (25),10157
4001981966,-8838644.895,5412224.176,80628460,2014,2014/04/29 04:00:00+00,1447,14,SPADINA AVE,BALDWIN ST,,Major Arterial,Toronto and East York,11.0,52,43.655112,-79.398898,Intersection,At Intersection,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,60 to 64,2,,1,0,0,0,0,1,0,0,0,0,0,0,0,78,Kensington-Chinatown (78),10159
4001988525,-8858264.621,5408672.215,80207797,2014,2014/04/30 04:00:00+00,1555,15,BLOOR ST W,MILL RD,,Major Arterial,Etobicoke York,2.0,22,43.632022,-79.57514499999999,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,50 to 54,2,,0,0,1,0,0,0,0,0,0,1,0,0,0,12,Markland Wood (12),10161
4001989403,-8842020.881000001,5433916.771000001,80628496,2014,2014/04/30 04:00:00+00,1822,18,STEELES AVE W,HILDA AVE,,Major Arterial,North York,18.0,32,43.795935,-79.429225,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Other,85 to 89,2,,0,0,0,0,0,1,0,1,0,0,0,0,0,36,Newtonbrook West (36),10163
4001994857,-8828770.077,5428224.312999999,80158992,2014,2014/05/01 04:00:00+00,1520,15,ELLESMERE RD,PHARMACY AVE,,Major Arterial,Scarborough,21.0,41,43.759013,-79.310191,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Other,80 to 84,2,,0,0,0,0,0,1,0,1,0,0,0,0,0,119,Wexford/Maryvale (119),10165
4001997279,-8854068.21,5423984.312000001,80628553,2014,2014/05/01 04:00:00+00,2244,22,WESTON RD,MAINSHEP RD,,Major Arterial,Etobicoke York,7.0,31,43.731497,-79.537448,Intersection,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,55 to 59,2,,0,0,1,0,0,0,0,1,1,1,0,1,0,23,Pelmo Park-Humberlea (23),10171
4002013081,-8840034.496,5412315.878,81152764,2013,2013/10/23 04:00:00+00,1704,17,COLLEGE ST,EUCLID AV,,Major Arterial,Toronto and East York,11.0,14,43.655708000000004,-79.411381,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,40 to 44,2,,0,0,1,1,0,0,0,0,0,0,0,0,0,80,Palmerston-Little Italy (80),10916
4002017268,-8828954.422,5416578.5370000005,80159337,2014,2014/05/05 04:00:00+00,644,6,WOODBINE AVE,MERRILL AVE E,,Major Arterial,Toronto and East York,19.0,55,43.683406,-79.311847,Intersection,Intersection Related,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,unknown,2,,0,1,1,0,0,0,0,1,0,1,0,0,0,62,East End-Danforth (62),10176
4002018320,-8828517.048,5415118.134,80159365,2014,2014/05/05 04:00:00+00,1009,10,WOODBINE AVE,KINGSTON RD,,Major Arterial,Toronto and East York,19.0,55,43.673918,-79.307918,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,50 to 54,2,,0,1,1,0,0,0,0,1,0,1,0,0,0,63,The Beaches (63),10179
4002043758,-8821856.023,5424783.592999999,80208372,2014,2014/05/09 04:00:00+00,954,9,EGLINTON AVE E,BRIMLEY RD,,Major Arterial,Scarborough,,43,43.736684999999994,-79.248081,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,75 to 79,2,,0,0,1,0,0,0,0,0,0,1,1,0,1,138,Eglinton East (138),10183
4002053519,-8847611.012,5407791.589,80208508,2014,2014/05/10 04:00:00+00,1910,19,LAKE SHORE BLVD W,BROOKERS LANE,132 m West of,Major Arterial,Etobicoke York,3.0,22,43.626296,-79.479442,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Sideswipe,50 to 54,2,,0,0,1,1,0,0,0,0,0,0,0,0,0,17,Mimico (includes Humber Bay Shores) (17),10189
4002056901,-8845181.13,5423279.837,80628845,2014,2014/05/11 04:00:00+00,1033,10,DUFFERIN ST,BRIDGELAND AVE,,Major Arterial,North York,8.0,32,43.726924,-79.457614,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,35 to 39,2,,1,0,1,0,0,0,0,0,0,1,0,0,0,31,Yorkdale-Glen Park (31),10191
4002062071,-8831166.006000001,5414010.98,80160040,2014,2014/05/12 04:00:00+00,740,7,DUNDAS ST E,LESLIE ST,,Minor Arterial,Toronto and East York,14.0,55,43.666724,-79.331714,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,5 to 9,2,,0,1,1,0,0,0,0,1,0,1,0,0,0,70,South Riverdale (70),10196
4002067851,-8817281.683,5433432.062000001,80160119,2014,2014/05/12 04:00:00+00,2330,23,KEELER BLVD,TWEEDROCK CRES,,Collector,Scarborough,24.0,43,43.792792,-79.20698900000001,Intersection,At Intersection,No Control,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,unknown,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,135,Morningside (135),10198
4002082136,-8845522.547,5429945.926,80629004,2014,2014/05/15 04:00:00+00,737,7,FINCH AVE W,WILMINGTON AVE,,Major Arterial,North York,6.0,32,43.770182,-79.46068100000001,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,60 to 64,2,,0,0,1,0,0,0,0,1,0,1,0,0,0,34,Bathurst Manor (34),10205
4002084310,-8844605.274,5412408.503,80160348,2014,2014/05/14 04:00:00+00,1908,19,BLOOR ST W,DUNDAS ST W,,Major Arterial,Toronto and East York,4.0,11,43.65631,-79.45244100000001,Intersection,At Intersection,Traffic Signal,Rain,Dusk,Wet,Non-Fatal Injury,Pedestrian Collisions,40 to 44,2,,1,0,1,0,0,0,0,0,0,1,0,0,0,86,Roncesvalles (86),10200
4002098742,-8836493.646,5411930.153,80160614,2014,2014/05/17 04:00:00+00,1729,17,YONGE ST,QUEEN ST,,Major Arterial,Toronto and East York,13.0,51,43.653201,-79.379573,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,60 to 64,2,,1,0,1,0,0,0,0,1,0,0,0,0,0,75,Church-Yonge Corridor (75),10208
4002131801,-8834790.012,5429827.226,80209227,2014,2014/05/22 04:00:00+00,2020,20,LESLIE ST,ESTHER SHINER BLVD,,Major Arterial,North York,17.0,33,43.769412,-79.364269,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,60 to 64,2,,0,0,1,0,0,0,0,1,0,1,1,1,0,52,Bayview Village (52),10318
4002138456,-8813253.364,5435833.806,80161160,2014,2014/05/23 04:00:00+00,2011,20,MEADOWVALE RD,SHEPPARD AVE E,,Major Arterial,Scarborough,25.0,42,43.808364000000005,-79.170802,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,45 to 49,2,,0,0,1,1,0,0,0,0,0,1,0,0,0,131,Rouge (131),10422
4002140437,-8820683.05,5429784.217,80629257,2014,2014/05/24 04:00:00+00,319,3,BRIMORTON DR,ALBACORE CRES,48 m East of,Collector,Scarborough,24.0,43,43.769133000000004,-79.237544,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,40 to 44,2,,0,0,1,0,0,0,0,1,1,1,0,0,0,137,Woburn (137),10426
4002144979,-8821453.381000001,5426718.147000001,80209375,2014,2014/05/24 04:00:00+00,1954,19,1484 DANFORTH RD,,30 m South of,Major Arterial,Scarborough,21.0,43,43.74924,-79.24446400000001,Intersection,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Angle,35 to 39,2,,0,0,1,1,0,0,0,0,1,1,0,0,0,127,Bendale (127),10430
4002159560,-8834498.689,5428427.147999999,80161524,2014,2014/05/26 04:00:00+00,2322,23,1999 LESLIE ST,,,Major Arterial,North York,,33,43.760329,-79.361652,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,unknown,2,,0,1,0,0,0,0,0,0,0,1,0,0,0,40,St.Andrew-Windfields (40),10538
4002160939,-8852992.196,5430549.93,80161545,2014,2014/05/27 04:00:00+00,755,7,STEELES AVE W,PETER KAISER GT,,Major Arterial,Etobicoke York,7.0,31,43.7741,-79.527782,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,50 to 54,2,,0,1,1,0,0,0,0,0,0,0,0,0,0,24,Black Creek (24),10543
4002164733,-8813195.701,5443099.147999999,80209619,2014,2014/05/27 04:00:00+00,1729,17,STEELES AVE E,PICKERING TOWN LINE,,Minor Arterial,Scarborough,25.0,42,43.855445,-79.170284,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,40 to 44,2,,0,0,1,0,0,0,0,0,0,1,0,0,0,131,Rouge (131),10631
4002166140,-8817093.998,5431970.222,80161685,2014,2014/05/27 04:00:00+00,2125,21,NEILSON RD.,ELLESMERE RD,,Minor Arterial,Scarborough,24.0,43,43.783312,-79.205303,Mid-Block,At/Near Private Drive,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,50 to 54,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,135,Morningside (135),10633
4002168339,-8836850.313,5410302.808999999,80161720,2014,2014/05/28 04:00:00+00,837,8,BREMNER BLVD,GRAND TRUNK CRES,,Minor Arterial,Toronto and East York,10.0,52,43.642623,-79.382777,Intersection,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,65 to 69,2,,0,1,1,0,0,0,0,0,0,1,0,0,0,77,Waterfront Communities-The Island (77),10635
4002174888,-8852140.268,5406652.405,80209767,2014,2014/05/29 04:00:00+00,814,8,FRED GARDINER EXPR,KIPLING AVENUE,500 m East of,,Etobicoke York,3.0,22,43.618888,-79.520129,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,65 to 69,2,,0,0,1,0,1,0,0,0,1,1,0,0,0,17,Mimico (includes Humber Bay Shores) (17),10637
4002177658,-8836339.913999999,5410495.251,80161917,2014,2014/05/29 04:00:00+00,1450,14,45 BAY ST,,,Major Arterial,Toronto and East York,10.0,52,43.643874,-79.378192,Mid-Block,At/Near Private Drive,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,35 to 39,2,,1,0,1,0,0,0,0,0,0,1,0,0,0,77,Waterfront Communities-The Island (77),10639
4002187226,-8851781.931,5403460.118,80629485,2014,2014/05/30 04:00:00+00,2205,22,LAKE SHORE BLVD W,KIPLING AVE,1 m North of,Major Arterial,Etobicoke York,3.0,22,43.598124,-79.51691,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,35 to 39,2,,0,0,1,1,0,0,0,0,0,1,0,1,0,18,New Toronto (18),10641
4002194232,-8837763.356,5409728.892000001,80629517,2014,2014/05/31 04:00:00+00,2217,22,F G GARDINER XY  W,SPADINA AVE,,Major Arterial,Toronto and East York,10.0,52,43.638892,-79.390979,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Sideswipe,45 to 49,2,,0,0,1,0,0,0,0,1,0,0,0,0,0,77,Waterfront Communities-The Island (77),10648
4002194958,-8829518.366,5437842.27,80503092,2014,2014/06/01 04:00:00+00,40,4,BIRCHMOUNT RD,STEELES AVE E,,Major Arterial,Scarborough,22.0,42,43.821383000000004,-79.316913,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,35 to 39,2,,0,0,1,0,0,0,0,0,0,0,0,0,0,116,Steeles (116),10650
4002199465,-8821556.129,5427679.334,80210118,2014,2014/06/01 04:00:00+00,1747,17,LAWRENCE AVE E,MCCOWAN RD,,Major Arterial,Scarborough,,43,43.755477,-79.245387,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,70 to 74,2,,0,0,1,0,0,0,0,1,0,1,0,0,0,127,Bendale (127),10654
4002199584,-8846498.374,5413816.618,80162399,2014,2014/06/01 04:00:00+00,1822,18,DUNDAS ST W,PACIFIC AVE,,Major Arterial,Toronto and East York,4.0,11,43.665461,-79.469447,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,unknown,2,,0,1,1,0,0,0,0,0,0,0,0,0,0,90,Junction Area (90),10657
4002199854,-8822748.582999999,5424511.509,80162408,2014,2014/06/01 04:00:00+00,1913,19,EGLINTON AVE E,MIDLAND AVE,,Major Arterial,Scarborough,,41,43.734919,-79.256099,Mid-Block,At/Near Private Drive,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,85 to 89,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,124,Kennedy Park (124),10659
4002204042,-8831288.346,5413384.667,80162482,2014,2014/06/02 04:00:00+00,1204,12,QUEEN ST E,JONES AVE,,Minor Arterial,Toronto and East York,14.0,55,43.662653999999996,-79.332813,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,70 to 74,2,,1,0,0,0,1,0,0,0,0,1,0,0,0,70,South Riverdale (70),10661
4002215759,-8822729.881000001,5419591.348999999,80210274,2014,2014/06/03 04:00:00+00,2220,22,KENNEDY RD,HIGHVIEW AV,58 m North of,Collector,Scarborough,20.0,41,43.702975,-79.255931,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Sideswipe,45 to 49,2,,0,0,1,1,0,0,0,1,0,1,0,0,0,122,Birchcliffe-Cliffside (122),10669
4002231179,-8849538.064,5407393.751,80162903,2014,2014/06/06 04:00:00+00,555,5,F G GARDINER XY  E,GRAND AVE,,,Etobicoke York,3.0,22,43.623709000000005,-79.496753,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,20 to 24,2,,0,0,0,1,0,0,0,0,1,1,0,0,0,17,Mimico (includes Humber Bay Shores) (17),10670
4002237751,-8841280.273,5418163.416,80210512,2014,2014/06/07 04:00:00+00,110,1,BATHURST ST,ARDMORE RD,,Major Arterial,Toronto and East York,12.0,13,43.693701000000004,-79.422572,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,50 to 54,2,,0,0,1,0,0,0,0,1,0,1,0,0,0,101,Forest Hill South (101),10674
4002253625,-8853764.197,5402526.039,80210667,2014,2014/06/09 04:00:00+00,1252,12,THIRTY FIFTH ST,DOMINION RD,,Local,Etobicoke York,3.0,22,43.592046999999994,-79.534717,Intersection,Intersection Related,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Angle,5 to 9,2,,0,0,1,0,0,0,0,1,0,1,0,0,0,19,Long Branch (19),10678
4002255654,-8829037.689,5414088.387,80163311,2014,2014/06/09 04:00:00+00,1750,17,QUEEN ST E,KINGSTON RD,,Major Arterial,Toronto and East York,19.0,55,43.667227000000004,-79.312595,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,50 to 54,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,63,The Beaches (63),10680
4002267356,-8833864.279,5413682.737000001,80163515,2014,2014/06/11 04:00:00+00,1100,11,DON VALLEY PARKWAY  S,GERRARD ST E,,Minor Arterial,Toronto and East York,14.0,55,43.664590999999994,-79.355953,Mid-Block,Overpass or Bridge,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,40 to 44,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,70,South Riverdale (70),10682
4002270913,-8831318.069,5419523.75,80485423,2014,2014/06/11 04:00:00+00,1940,19,DON VALLEY PARKWAY  S,DON MILLS RD,500 m North of,,Toronto and East York,14.0,54,43.702536,-79.33308000000001,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Sideswipe,45 to 49,2,,0,0,1,0,0,0,0,1,1,1,0,0,0,58,Old East York (58),10685
4002274575,-8837373.515,5429070.975,80210917,2014,2014/06/12 04:00:00+00,1119,11,BAYVIEW AVE,401 C W BAYVIEW RAMP,,Major Arterial,North York,,33,43.764506,-79.387477,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,85 to 89,2,,0,0,1,0,0,0,0,1,0,1,1,0,0,52,Bayview Village (52),10688
4002278513,-8824103.23,5417506.34,80210956,2014,2014/06/12 04:00:00+00,2138,21,KINGSTON RD,VALHALLA BLVD,,Major Arterial,Scarborough,20.0,41,43.689433,-79.268268,Intersection,At Intersection,Stop Sign,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,60 to 64,2,,0,0,1,1,0,0,0,0,0,1,0,0,0,122,Birchcliffe-Cliffside (122),10692
4002279383,-8860034.601,5424025.445,80210960,2014,2014/06/12 04:00:00+00,2014,20,JOHN GARLAND BLVD,FOUR LEAF DR,12 m West of,Collector,Etobicoke York,1.0,23,43.731764,-79.591045,Intersection,At Intersection,No Control,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,SMV Other,15 to 19,2,,0,0,1,0,0,0,0,1,0,0,0,0,0,1,West Humber-Clairville (1),10690
4002285719,-8847276.386,5416253.128,80163865,2014,2014/06/13 04:00:00+00,2158,21,WESTON RD,AVON CRES,,Major Arterial,Etobicoke York,5.0,12,43.681292,-79.47643599999999,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,65 to 69,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,111,Rockcliffe-Smythe (111),10694
4002286061,-8834400.171,5436267.427,80211059,2014,2014/06/14 04:00:00+00,2308,23,STEELES AVE E,DON MILLS RD,,Major Arterial,North York,17.0,33,43.811175,-79.36076700000001,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,55 to 59,2,,0,0,1,0,0,0,0,1,1,1,1,0,0,48,Hillcrest Village (48),10701
4002291464,-8856894.724,5426933.892999999,80163971,2014,2014/06/14 04:00:00+00,1930,19,92 DUNCANWOODS DR,,,Collector,Etobicoke York,7.0,31,43.750640000000004,-79.562839,Mid-Block,At/Near Private Drive,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,75 to 79,2,,0,1,1,0,0,0,0,0,0,1,0,0,0,21,Humber Summit (21),10696
4002306340,-8838503.964,5410659.545,80211244,2014,2014/06/17 04:00:00+00,311,3,KING ST W,BRANT ST,,Major Arterial,Toronto and East York,10.0,14,43.644942,-79.397632,Mid-Block,Non Intersection,Pedestrian Crossover,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Sideswipe,30 to 34,2,,0,0,0,1,0,0,0,0,0,0,0,0,0,77,Waterfront Communities-The Island (77),10704
4002326649,-8842135.54,5422440.021000001,80630128,2014,2014/06/19 04:00:00+00,2134,21,BATHURST ST,BEDFORD PARK AVE,,Major Arterial,North York,8.0,32,43.721472,-79.430255,Intersection,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Other,85 to 89,2,,0,0,0,0,0,1,0,1,0,0,0,0,0,39,Bedford Park-Nortown (39),10713
